variables,units,values,description
rotorse.rp.cdf.x,m/s,"[ 3.          3.11055276  3.22110553  3.33165829  3.44221106  3.55276382
  3.66331658  3.77386935  3.88442211  3.99497487  4.10552764  4.2160804
  4.32663317  4.43718593  4.54773869  4.65829146  4.76884422  4.87939698
  4.98994975  5.10050251  5.21105528  5.32160804  5.4321608   5.54271357
  5.65326633  5.7638191   5.87437186  5.98492462  6.09547739  6.20603015
  6.31658291  6.42713568  6.53768844  6.64824121  6.75879397  6.86934673
  6.9798995   7.09045226  7.20100503  7.31155779  7.42211055  7.53266332
  7.64321608  7.75376884  7.86432161  7.97487437  8.08542714  8.1959799
  8.30653266  8.41708543  8.52763819  8.63819095  8.74874372  8.85929648
  8.96984925  9.08040201  9.19095477  9.30150754  9.4120603   9.52261307
  9.63316583  9.74371859  9.85427136  9.96482412 10.07537688 10.18592965
 10.29648241 10.40703518 10.51758794 10.6281407  10.73869347 10.84924623
 10.95979899 11.07035176 11.18090452 11.29145729 11.40201005 11.51256281
 11.62311558 11.73366834 11.84422111 11.95477387 12.06532663 12.1758794
 12.28643216 12.39698492 12.50753769 12.61809045 12.72864322 12.83919598
 12.94974874 13.06030151 13.17085427 13.28140704 13.3919598  13.50251256
 13.61306533 13.72361809 13.83417085 13.94472362 14.05527638 14.16582915
 14.27638191 14.38693467 14.49748744 14.6080402  14.71859296 14.82914573
 14.93969849 15.05025126 15.16080402 15.27135678 15.38190955 15.49246231
 15.60301508 15.71356784 15.8241206  15.93467337 16.04522613 16.15577889
 16.26633166 16.37688442 16.48743719 16.59798995 16.70854271 16.81909548
 16.92964824 17.04020101 17.15075377 17.26130653 17.3718593  17.48241206
 17.59296482 17.70351759 17.81407035 17.92462312 18.03517588 18.14572864
 18.25628141 18.36683417 18.47738693 18.5879397  18.69849246 18.80904523
 18.91959799 19.03015075 19.14070352 19.25125628 19.36180905 19.47236181
 19.58291457 19.69346734 19.8040201  19.91457286 20.02512563 20.13567839
 20.24623116 20.35678392 20.46733668 20.57788945 20.68844221 20.79899497
 20.90954774 21.0201005  21.13065327 21.24120603 21.35175879 21.46231156
 21.57286432 21.68341709 21.79396985 21.90452261 22.01507538 22.12562814
 22.2361809  22.34673367 22.45728643 22.5678392  22.67839196 22.78894472
 22.89949749 23.01005025 23.12060302 23.23115578 23.34170854 23.45226131
 23.56281407 23.67336683 23.7839196  23.89447236 24.00502513 24.11557789
 24.22613065 24.33668342 24.44723618 24.55778894 24.66834171 24.77889447
 24.88944724 25.        ]",corresponding reference height
rotorse.rp.cdf.k,,[2.],shape or form factor
rotorse.rp.cdf.xbar,m/s,[7.5],mean value of distribution
rotorse.rp.aep.CDF_V,m/s,"[0.11808862 0.12636796 0.1348649  0.14357155 0.15247988 0.16158175
 0.1708689  0.18033297 0.18996554 0.19975807 0.209702   0.21978869
 0.23000948 0.2403557  0.25081863 0.26138959 0.27205988 0.28282083
 0.29366382 0.30458027 0.31556164 0.32659947 0.33768538 0.34881108
 0.35996837 0.37114916 0.38234547 0.39354945 0.40475339 0.41594972
 0.427131   0.43828996 0.4494195  0.46051269 0.47156275 0.48256311
 0.49350738 0.50438934 0.515203   0.52594254 0.53660235 0.54717704
 0.55766141 0.56805048 0.57833949 0.58852387 0.59859929 0.60856163
 0.61840697 0.62813162 0.63773211 0.64720517 0.65654776 0.66575704
 0.67483038 0.68376537 0.69255979 0.70121163 0.70971909 0.71808055
 0.72629459 0.73435998 0.74227568 0.75004084 0.75765475 0.76511692
 0.77242701 0.77958483 0.78659036 0.79344375 0.80014526 0.80669534
 0.81309455 0.81934359 0.82544328 0.83139457 0.83719854 0.84285636
 0.84836931 0.85373878 0.85896626 0.86405331 0.86900158 0.87381283
 0.87848884 0.88303151 0.88744277 0.89172464 0.89587915 0.89990842
 0.90381461 0.90759989 0.91126649 0.91481668 0.91825273 0.92157695
 0.92479166 0.92789921 0.93090195 0.93380222 0.93660241 0.93930487
 0.94191195 0.94442603 0.94684943 0.94918451 0.95143358 0.95359894
 0.95568289 0.95768769 0.95961558 0.96146878 0.96324949 0.96495986
 0.96660203 0.96817811 0.96969015 0.9711402  0.97253026 0.97386228
 0.9751382  0.97635991 0.97752925 0.97864804 0.97971805 0.98074101
 0.98171862 0.98265253 0.98354434 0.98439563 0.98520794 0.98598274
 0.98672149 0.9874256  0.98809644 0.98873533 0.98934357 0.98992241
 0.99047306 0.99099669 0.99149445 0.99196743 0.9924167  0.99284328
 0.99324817 0.99363233 0.99399667 0.99434211 0.99466948 0.99497963
 0.99527335 0.9955514  0.99581452 0.99606342 0.99629879 0.99652127
 0.99673149 0.99693006 0.99711755 0.99729451 0.99746147 0.99761894
 0.99776741 0.99790733 0.99803915 0.9981633  0.99828017 0.99839016
 0.99849362 0.99859092 0.99868238 0.99876833 0.99884906 0.99892487
 0.99899603 0.9990628  0.99912542 0.99918414 0.99923918 0.99929075
 0.99933904 0.99938426 0.99942658 0.99946618 0.99950321 0.99953783
 0.99957018 0.9996004  0.99962863 0.99965498 0.99967957 0.99970251
 0.9997239  0.99974384 0.99976242 0.99977973 0.99979585 0.99981085
 0.99982481 0.99983779]",cumulative distribution function evaluated at each wind speed
rotorse.rp.aep.P,W,"[  59597.25624341   66445.05088642   74036.03781877   82312.69525926
   91217.5014267   100692.93453988  110681.4728176   121125.59447866
  131967.77774187  143452.82933352  155871.94959303  169145.74876891
  183194.08383783  197936.81177643  213293.78956136  229184.87416928
  245737.15311273  263339.77374986  281915.9482296   301369.70574176
  321605.07547619  342526.08662269  364123.43619467  386830.18068111
  410619.43770101  435370.44849572  460962.45430658  487285.16152014
  514691.2924947   543284.2995561   572899.44279879  603371.9823172
  634818.40997633  667551.30633291  701326.13486697  736013.15053388
  772019.23313184  809007.80725923  847224.25656102  886555.81016256
  927096.83412806  968789.38701341 1011752.25970984 1055816.00338961
 1101206.45909209 1147353.12684462 1194302.12743135 1243226.52335173
 1295299.39127629 1351743.71469236 1412120.36309904 1475087.42637707
 1539302.96606381 1603425.0436966  1667406.72757976 1732133.67945069
 1797611.66647956 1863846.38805128 1930843.54355076 1998619.38515067
 2078251.23820918 2170462.96403954 2261875.37974312 2339109.3024213
 2388785.54917546 2399999.99987164 2399999.99841528 2399999.99417345
 2399999.98679549 2399999.97750239 2399999.96751519 2399999.95805487
 2399999.95034246 2399999.94559897 2399999.95117816 2400000.02468935
 2400000.1625061  2400000.34260858 2400000.54297698 2400000.74159149
 2400000.91643229 2400001.04547955 2400001.10671347 2400001.09016721
 2400001.0188992  2400000.9069344  2400000.76765208 2400000.61443147
 2400000.46065182 2400000.31969238 2400000.20493241 2400000.12975114
 2400000.10244685 2400000.08871607 2400000.07863879 2400000.07117638
 2400000.06529023 2400000.05994174 2400000.05409229 2400000.04670327
 2400000.03673606 2400000.02315206 2399999.97686266 2399999.58762801
 2399998.84032267 2399997.82470313 2399996.63052585 2399995.34754733
 2399994.06552403 2399992.87421245 2399991.86336905 2399991.12275031
 2399990.74211273 2399990.7595134  2399991.02575496 2399991.50237433
 2399992.16563532 2399992.99180177 2399993.95713752 2399995.0379064
 2399996.21037224 2399997.45079888 2399998.73545014 2400000.04058987
 2400001.38861288 2400003.27230165 2400005.71508676 2400008.56962648
 2400011.68857903 2400014.92460267 2400018.13035564 2400021.15849619
 2400023.86168256 2400026.092573   2400027.70382576 2400028.54809907
 2400028.48278913 2400027.50838982 2400025.77858598 2400023.45396525
 2400020.69511529 2400017.66262377 2400014.51707833 2400011.41906663
 2400008.52917634 2400006.00799509 2400004.01611057 2400002.71411041
 2400002.19996887 2400001.88881081 2400001.5990751  2400001.33174029
 2400001.08778495 2400000.86818763 2400000.6739269  2400000.50598132
 2400000.36532945 2400000.25294986 2400000.16982111 2400000.11692177
 2400000.09523038 2400000.10441964 2400000.14016043 2400000.1983239
 2400000.27481593 2400000.3655424  2400000.46640917 2400000.57332212
 2400000.68218713 2400000.78891008 2400000.88939683 2400000.97955326
 2400001.05528524 2400001.11250259 2400001.15515608 2400001.19036459
 2400001.21974593 2400001.24491789 2400001.26749829 2400001.28910493
 2400001.3113556  2400001.33586813 2400001.3642603  2400001.39814993
 2400001.43915482 2400001.48889277 2400001.54938058 2400001.76295989
 2400002.22942985 2400002.92817304 2400003.83857202 2400004.94000937
 2400006.21186768 2400007.6335295  2400009.18437743 2400010.84379402
 2400012.59116187 2400014.40586353 2400016.2672816  2400018.15479864]",power curve (power)
rotorse.rp.aep.lossFactor,,[1.],"multiplicative factor for availability and other losses (soiling, array, etc.)"
rotorse.s,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
rotorse.stall_check.aoa_along_span,deg,"[47.29748267 38.19887443 26.81550277 15.8457856   8.96109986  7.20766512
  6.69843501  6.8011733   6.97943798  7.00939411  7.06523514  7.31790441
  7.50350357  7.44996876  7.35465138  7.24584771  7.06888857  6.73525056
  6.48313218  6.22079241  5.96612166  5.62122095  5.20613074  4.84437421
  4.49159855  4.0859486   4.36344999  5.45138213  7.15464114 10.11765962]",Angle of attack along blade span
rotorse.stall_check.stall_margin,deg,[0.99923839],Minimum margin from the stall angle
rotorse.stall_check.min_s,,[0.25],Minimum nondimensional coordinate along blade span where to define the constraint (blade root typically stalls)
rotorse.rs.aero_gust.V_load,m/s,[20.25361435],
rotorse.rs.Omega_load,rpm,[14.],
rotorse.rs.pitch_load,deg,[0.01212281],
rotorse.rs.aero_gust.azimuth_load,deg,[0.],
rotorse.rs.tot_loads_gust.aeroloads_Px,N/m,"[ 268.37921494  398.14373351  741.17033746 1087.69181667 1363.08168396
 1488.82527488 1677.7558165  2040.541681   2469.27046436 2820.46788857
 3007.69133324 3091.21874271 2977.56190055 3019.39852619 3069.4328199
 3166.91999348 3289.6756015  3477.11977287 3645.56032814 3784.41730192
 3861.83155104 4274.89039034 4665.02975522 5178.68618556 5908.19016342
 6748.45114365 6610.81621058 5146.04488241 3016.53942465  757.87747424]",distributed loads in blade-aligned x-direction
rotorse.rs.tot_loads_gust.aeroloads_Py,N/m,"[   48.57365398    73.56210071   -49.72959919  -324.66011099
  -497.29034403  -678.915187    -815.51367271  -832.13453201
  -811.24781312  -826.55374442  -842.16252979  -836.75531947
  -726.01838937  -693.07024933  -657.6202634   -641.1367833
  -627.76371612  -633.36199393  -633.33717691  -640.36104756
  -651.77255482  -763.42371229  -862.92998599  -984.46901779
 -1177.27152854 -1362.88392612 -1269.70011457  -880.16588813
  -416.51281009   -70.9873633 ]",distributed loads in blade-aligned y-direction
rotorse.rs.tot_loads_gust.aeroloads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,rpm,[14.],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,deg,[0.01212281],pitch angle
rotorse.rs.tot_loads_gust.aeroloads_azimuth,deg,[0.],azimuthal angle
rotorse.rs.3d_curv,deg,"[ 3.          3.          3.00311179  3.07611418  3.23485083  3.37393862
  3.49858413  3.63049725  3.76111791  3.90134567  4.04599064  4.21319279
  4.40408443  4.59320864  4.79833414  5.01465154  5.26330594  5.53050094
  5.82685283  6.15220972  6.5041035   6.90251911  7.35248941  7.85360981
  8.42060335  9.10071641  9.87396279 10.77596379 11.98200136 12.70184926]",total cone angle from precone and curvature
rotorse.rs.z_az,m,"[ 2.          3.78546731  5.57093462  7.35640193  9.14186924 10.92733655
 12.71280386 14.49827117 16.28373848 18.06920579 19.8546731  21.64014041
 23.42560772 25.21107503 26.99654235 28.78200966 30.56747697 32.35294428
 34.13841159 35.9238789  37.70934621 39.49481352 41.28028083 43.06574814
 44.85121545 46.63668276 48.42215007 50.20761738 51.99308469 53.778552  ]",location of blade in azimuth z-coordinate system
rotorse.rhoA,kg/m,"[983.99411473 849.40571364 626.02517009 432.60686839 336.83675745
 250.10331493 193.57875493 187.4068822  187.19646933 179.66956418
 170.65802299 161.25923484 153.78052289 149.54499767 146.58927164
 143.48343037 138.87541163 132.44997163 124.62345417 117.83374873
 111.81922075 105.38997002  93.88207361  82.40974968  64.23633188
  52.12008044  40.27487708  27.65176645   3.76136258   1.00345258]",mass per unit length
rotorse.rs.tot_loads_gust.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.x_az,m,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.93940887e-04
 -4.74379310e-03 -1.48310345e-02 -2.80497044e-02 -4.59059113e-02
 -6.73467980e-02 -9.33451232e-02 -1.23527488e-01 -1.58543399e-01
 -1.99150690e-01 -2.46070148e-01 -2.98472562e-01 -3.58187833e-01
 -4.24086995e-01 -4.99321773e-01 -5.81902660e-01 -6.75648966e-01
 -7.78562512e-01 -8.94316207e-01 -1.02216493e+00 -1.16611172e+00
 -1.32539527e+00 -1.50497089e+00 -1.70707828e+00 -1.93547803e+00
 -2.19474517e+00 -2.50000000e+00]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.frame.Px_af,N/m,"[ 759.95156597  966.80719977 1294.84845988 1621.95739436 1904.26770044
 2011.16981286 2169.64191857 2550.20725364 3010.22307387 3388.54917883
 3599.00145423 3703.58399925 3614.88313835 3699.07118989 3800.2987978
 3952.24025325 4127.33355526 4358.96627079 4562.19732783 4742.01484396
 4865.40302931 5322.53741628 5702.0517978  6192.96287031 6794.26960688
 7558.51614703 7304.36860187 5664.43501268 3079.62102852  774.80461774]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,N/m,"[  328.41892269   417.39407068   377.24465481   159.84297796
    19.0253171   -204.38173674  -401.63147044  -460.70735276
  -482.50519265  -532.18922111  -595.56000135  -639.03626775
  -576.32746315  -574.76574729  -569.18467619  -577.65797053
  -580.46095297  -589.02157066  -589.21722348  -596.19827384
  -607.44707463  -714.69022895  -802.6119398   -904.7356672
 -1075.82635888 -1245.66733483 -1220.98419933  -955.79798433
  -543.32828893  -127.82124884]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,N/m,"[-5419.33650187 -1422.83904655  1350.48478873  2590.50182066
  3306.51362075  3412.38745592  3381.96858781  3991.0607392
  4702.47428234  5200.1890048   5591.42543501  5899.15191997
  6212.12930214  6611.0969377   7038.66109467  7435.36459484
  7723.95796057  7868.74397765  7875.20657014  7890.74173259
  7908.65086413  7848.72695729  7341.52381769  6749.54765599
  5496.97467341  4648.95059428  3736.10283323  2661.64110219
   374.57358016   103.39968511]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[ 8.16762079  9.52578835 10.10246399 14.71687483 13.51708309 12.50976453
 11.71064677 10.98976823 10.44560707  9.8650215   8.95342716  7.95341032
  7.1286676   6.64567483  6.29773729  6.01148446  5.73241753  5.40460234
  5.02601572  4.68060434  4.44475189  4.35843752  4.3224094   4.29354972
  4.27211463  4.2508131   3.83998374  2.92690378  1.5705063   0.41897811]",airfoil cross section material area
rotorse.EA,N,"[1.15682283e+10 9.96988009e+09 7.32794470e+09 4.96580136e+09
 3.94223274e+09 3.09309108e+09 2.57350409e+09 2.63555724e+09
 2.76567061e+09 2.73651298e+09 2.70922795e+09 2.67585204e+09
 2.66405164e+09 2.68137285e+09 2.70075812e+09 2.68424842e+09
 2.61997334e+09 2.51842769e+09 2.39333896e+09 2.28619614e+09
 2.18310249e+09 2.05899865e+09 1.82112024e+09 1.58303402e+09
 1.21131686e+09 9.59958856e+08 7.29316239e+08 4.93572704e+08
 3.42249130e+07 9.13048832e+06]",axial stiffness
rotorse.EIxx,N*m**2,"[9.28532548e+09 1.12004786e+10 1.01371738e+10 7.26845485e+09
 5.85592345e+09 4.26674290e+09 3.04868391e+09 2.48050929e+09
 2.08022874e+09 1.73849663e+09 1.39516588e+09 1.06306323e+09
 8.50802030e+08 7.66135659e+08 7.06256907e+08 6.01656815e+08
 4.51684081e+08 3.25594982e+08 2.48268074e+08 2.03532523e+08
 1.72247545e+08 1.64295255e+08 1.59535590e+08 1.54748082e+08
 8.26471567e+07 6.92074991e+07 5.11312710e+07 3.03748608e+07
 1.68410085e+06 3.17423587e+04]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[9.28495996e+09 1.09758820e+10 8.20040144e+09 4.31130182e+09
 2.45657309e+09 1.50851453e+09 1.03651490e+09 9.07042599e+08
 8.39713173e+08 7.17207721e+08 5.53600531e+08 4.09893893e+08
 3.13643987e+08 2.62684092e+08 2.27496451e+08 1.99963001e+08
 1.74315378e+08 1.42400516e+08 1.08199943e+08 8.18543766e+07
 6.56032831e+07 5.56037597e+07 4.54058568e+07 3.67837770e+07
 2.83713234e+07 2.18887262e+07 1.30542388e+07 4.56016239e+06
 9.23911859e+04 1.68328689e+03]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 1.01201645e+05  8.80967433e+07  7.17501242e+08  1.27852865e+09
  1.11458060e+09  7.91359237e+08  5.51260806e+08  4.25087906e+08
  3.43860059e+08  2.66321017e+08  1.78886825e+08  1.15705090e+08
  8.01961424e+07  6.39899507e+07  5.20993409e+07  3.93143641e+07
  2.62804196e+07  1.71319100e+07  1.19460140e+07  9.50103804e+06
  8.14538198e+06  7.55572126e+06  7.02745362e+06  6.52768141e+06
  4.21992969e+06  3.36846118e+06  1.81621332e+06  4.03632716e+05
 -3.85862528e+04 -1.69512204e+03]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[8.02274015e+09 9.57488950e+09 7.75620120e+09 3.91177696e+09
 2.23602594e+09 1.12454761e+09 4.76337364e+08 2.70626900e+08
 1.46581455e+08 7.71540745e+07 5.14843508e+07 3.34767911e+07
 2.23253545e+07 1.68221801e+07 1.34527615e+07 1.13002312e+07
 9.75475353e+06 8.07694819e+06 6.42770838e+06 5.15791868e+06
 4.28031273e+06 4.03435344e+06 4.03246813e+06 4.00539289e+06
 2.80962429e+06 2.61164434e+06 1.80255406e+06 8.42167657e+05
 1.20993275e+05 2.52347242e+03]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoJ,kg*m,"[1.57996531e+03 1.88974455e+03 1.56686985e+03 9.64767884e+02
 6.80657550e+02 4.41910007e+02 2.92301742e+02 2.36671829e+02
 2.00114132e+02 1.65269147e+02 1.27237752e+02 9.26207028e+01
 6.98296425e+01 5.88613742e+01 5.15311974e+01 4.37710886e+01
 3.46002395e+01 2.62819676e+01 2.00802548e+01 1.59806939e+01
 1.33120864e+01 1.23129732e+01 1.15500718e+01 1.08747943e+01
 6.97844933e+00 5.98877186e+00 4.27018255e+00 2.23944238e+00
 1.95351610e-01 3.68138164e-03]",polar mass moment of inertia per unit length
rotorse.x_ec,m,"[-1.90819582e-16  2.42861287e-16  7.21644966e-16  4.79883710e-04
 -2.27650148e-04 -9.05252818e-04 -1.53513013e-03 -1.65780210e-03
 -1.42879970e-03 -1.11426578e-03 -6.89736703e-04 -3.76922262e-04
 -1.65254291e-04 -7.99180879e-05 -4.42640382e-05  8.86445634e-06
  8.61298880e-05  1.00648641e-04  6.11774200e-05  2.07194030e-05
  6.05743091e-06 -3.46441698e-06 -8.95006118e-06 -1.19954038e-05
 -2.58363246e-05 -2.87686574e-05 -3.43519967e-05 -4.44640694e-05
 -1.71303943e-17  2.60208521e-18]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
