variables,units,values,description
blade.interp_airfoils.coord_xy_interp,,"[[[ 1.00000000e+00  1.39471767e-15]
  [ 9.99492456e-01 -2.24148318e-02]
  [ 9.97998443e-01 -4.47793323e-02]
  ...
  [ 9.98052103e-01  4.41573285e-02]
  [ 9.99507691e-01  2.21028728e-02]
  [ 1.00000000e+00  1.39471767e-15]]

 [[ 1.00000000e+00 -3.16421773e-03]
  [ 9.99110945e-01 -2.47105921e-02]
  [ 9.97576994e-01 -4.67993845e-02]
  ...
  [ 9.97884994e-01  4.40785443e-02]
  [ 9.99371468e-01  2.18636293e-02]
  [ 1.00000000e+00 -1.46513661e-04]]

 [[ 1.00000000e+00 -1.94964271e-02]
  [ 9.96919760e-01 -3.64826078e-02]
  [ 9.94667087e-01 -5.60719522e-02]
  ...
  [ 9.96925214e-01  4.30168043e-02]
  [ 9.98589083e-01  2.09101531e-02]
  [ 1.00000000e+00 -1.10918874e-04]]

 ...

 [[ 1.00000000e+00 -1.24164223e-03]
  [ 9.76041164e-01  1.99488062e-03]
  [ 9.52121911e-01  4.75706135e-03]
  ...
  [ 9.53145851e-01  1.33087434e-02]
  [ 9.76587857e-01  7.46542749e-03]
  [ 1.00000000e+00  1.53836008e-03]]

 [[ 1.00000000e+00 -1.24164223e-03]
  [ 9.76041164e-01  1.99488062e-03]
  [ 9.52121911e-01  4.75706135e-03]
  ...
  [ 9.53145851e-01  1.33087434e-02]
  [ 9.76587857e-01  7.46542749e-03]
  [ 1.00000000e+00  1.53836008e-03]]

 [[ 1.00000000e+00 -1.24164223e-03]
  [ 9.76041164e-01  1.99488062e-03]
  [ 9.52121911e-01  4.75706135e-03]
  ...
  [ 9.53145851e-01  1.33087434e-02]
  [ 9.76587857e-01  7.46542749e-03]
  [ 1.00000000e+00  1.53836008e-03]]]",3D array of the non-dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations. The leading edge is place at x=0 and y=0.
blade.high_level_blade_props.rotor_diameter,m,[107.],Diameter of the rotor used in WISDEM. It is defined as two times the blade length plus the hub diameter.
blade.high_level_blade_props.r_blade,m,"[ 2.          3.78546731  5.57093462  7.35640193  9.14186924 10.92733655
 12.71280386 14.49827117 16.28373848 18.06920579 19.8546731  21.64014041
 23.42560772 25.21107503 26.99654235 28.78200966 30.56747697 32.35294428
 34.13841159 35.9238789  37.70934621 39.49481352 41.28028083 43.06574814
 44.85121545 46.63668276 48.42215007 50.20761738 51.99308469 53.778552  ]",1D array of the dimensional spanwise grid defined along the rotor (hub radius to blade tip projected on the plane)
blade.high_level_blade_props.rotor_radius,m,[53.778552],"Scalar of the rotor radius, defined ignoring prebend and sweep curvatures, and cone and uptilt angles."
blade.high_level_blade_props.blade_ref_axis,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  1.78546731e+00]
 [ 0.00000000e+00  0.00000000e+00  3.57093462e+00]
 [-1.93940887e-04  0.00000000e+00  5.35640193e+00]
 [-4.74379310e-03  0.00000000e+00  7.14186924e+00]
 [-1.48310345e-02  0.00000000e+00  8.92733655e+00]
 [-2.80497044e-02  0.00000000e+00  1.07128039e+01]
 [-4.59059113e-02  0.00000000e+00  1.24982712e+01]
 [-6.73467980e-02  0.00000000e+00  1.42837385e+01]
 [-9.33451232e-02  0.00000000e+00  1.60692058e+01]
 [-1.23527488e-01  0.00000000e+00  1.78546731e+01]
 [-1.58543399e-01  0.00000000e+00  1.96401404e+01]
 [-1.99150690e-01  0.00000000e+00  2.14256077e+01]
 [-2.46070148e-01  0.00000000e+00  2.32110750e+01]
 [-2.98472562e-01  0.00000000e+00  2.49965423e+01]
 [-3.58187833e-01  0.00000000e+00  2.67820097e+01]
 [-4.24086995e-01  0.00000000e+00  2.85674770e+01]
 [-4.99321773e-01  0.00000000e+00  3.03529443e+01]
 [-5.81902660e-01  0.00000000e+00  3.21384116e+01]
 [-6.75648966e-01  0.00000000e+00  3.39238789e+01]
 [-7.78562512e-01  0.00000000e+00  3.57093462e+01]
 [-8.94316207e-01  0.00000000e+00  3.74948135e+01]
 [-1.02216493e+00  0.00000000e+00  3.92802808e+01]
 [-1.16611172e+00  0.00000000e+00  4.10657481e+01]
 [-1.32539527e+00  0.00000000e+00  4.28512154e+01]
 [-1.50497089e+00  0.00000000e+00  4.46366828e+01]
 [-1.70707828e+00  0.00000000e+00  4.64221501e+01]
 [-1.93547803e+00  0.00000000e+00  4.82076174e+01]
 [-2.19474517e+00  0.00000000e+00  4.99930847e+01]
 [-2.50000000e+00  0.00000000e+00  5.17785520e+01]]","2D array of the coordinates (x,y,z) of the blade reference axis scaled based on rotor diameter, defined along blade span. The coordinate system is the one of BeamDyn: it is placed at blade root with x pointing the suction side of the blade, y pointing the trailing edge and z along the blade span. A standard configuration will have negative x values (prebend), if swept positive y values, and positive z values."
blade.high_level_blade_props.prebend,m,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.93940887e-04
 -4.74379310e-03 -1.48310345e-02 -2.80497044e-02 -4.59059113e-02
 -6.73467980e-02 -9.33451232e-02 -1.23527488e-01 -1.58543399e-01
 -1.99150690e-01 -2.46070148e-01 -2.98472562e-01 -3.58187833e-01
 -4.24086995e-01 -4.99321773e-01 -5.81902660e-01 -6.75648966e-01
 -7.78562512e-01 -8.94316207e-01 -1.02216493e+00 -1.16611172e+00
 -1.32539527e+00 -1.50497089e+00 -1.70707828e+00 -1.93547803e+00
 -2.19474517e+00 -2.50000000e+00]",Blade prebend at each section
blade.high_level_blade_props.prebendTip,m,[-2.5],Blade prebend at tip
blade.high_level_blade_props.presweep,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Blade presweep at each section
blade.high_level_blade_props.presweepTip,m,[0.],Blade presweep at tip
blade.high_level_blade_props.blade_length,m,[51.89341333],"Scalar of the 3D blade length computed along its axis, scaled based on the user defined rotor diameter."
blade.compute_reynolds.Re,,"[1482585.14846825 1974574.38330338 2587673.03528793 3257473.93623464
 3961285.34711469 4550393.33882647 5098968.26101161 5604554.37686062
 6069250.15596    6433671.87677475 6550206.25045446 6508213.36128992
 6451978.84636804 6530810.81112375 6652749.58408879 6780043.35179133
 6885075.13106416 6923298.42134182 6839349.27671653 6721259.19405814
 6701865.68942386 6924629.33836367 7237159.57325369 7552124.67284973
 7866866.1810115  8165704.21625826 7711457.61604303 6216765.20895186
 3915263.74139774 1077256.77848745]",
blade.compute_coord_xy_dim.coord_xy_dim,m,"[[[ 1.30000000e+00  3.62626595e-15]
  [ 1.29868039e+00 -5.82785627e-02]
  [ 1.29479595e+00 -1.16426264e-01]
  ...
  [ 1.29493547e+00  1.14809054e-01]
  [ 1.29872000e+00  5.74674694e-02]
  [ 1.30000000e+00  3.62626595e-15]]

 [[ 1.58462665e+00 -9.63815455e-03]
  [ 1.58191860e+00 -7.52680523e-02]
  [ 1.57724622e+00 -1.42550147e-01]
  ...
  [ 1.57818438e+00  1.34262513e-01]
  [ 1.58271215e+00  6.65962512e-02]
  [ 1.58462665e+00 -4.46278175e-04]]

 [[ 2.01889153e+00 -6.67144384e-02]
  [ 2.00835132e+00 -1.24839114e-01]
  [ 2.00064294e+00 -1.91871505e-01]
  ...
  [ 2.00836998e+00  1.47198352e-01]
  [ 2.01406354e+00  7.15520394e-02]
  [ 2.01889153e+00 -3.79551102e-04]]

 ...

 [[ 8.93599289e-01 -1.52121345e-03]
  [ 8.64245823e-01  2.44405285e-03]
  [ 8.34940851e-01  5.82817299e-03]
  ...
  [ 8.36195345e-01  1.63053729e-02]
  [ 8.64915611e-01  9.14636151e-03]
  [ 8.93599289e-01  1.88474102e-03]]

 [[ 5.46494627e-01 -9.25119227e-04]
  [ 5.28643447e-01  1.48633992e-03]
  [ 5.10821758e-01  3.54437760e-03]
  ...
  [ 5.11584673e-01  9.91604032e-03]
  [ 5.29050775e-01  5.56231926e-03]
  [ 5.46494627e-01  1.14619691e-03]]

 [[ 1.50000000e-01 -2.48328447e-04]
  [ 1.45208233e-01  3.98976124e-04]
  [ 1.40424382e-01  9.51412271e-04]
  ...
  [ 1.40629170e-01  2.66174869e-03]
  [ 1.45317571e-01  1.49308550e-03]
  [ 1.50000000e-01  3.07672016e-04]]]",3D array of the dimensional x and y airfoil coordinates of the airfoils interpolated along span for n_span stations. The origin is placed at the pitch axis.
blade.internal_structure_2d_fem.joint_position,,[0.],Spanwise position of the segmentation joint.
blade.internal_structure_2d_fem.joint_mass,kg,[0.],Mass of the joint.
blade.internal_structure_2d_fem.joint_nonmaterial_cost,USD,[0.],Cost of the joint.
blade.internal_structure_2d_fem.d_f,m,[0.03],Diameter of the fastener
blade.internal_structure_2d_fem.sigma_max,Pa,[6.75e+08],Max stress on bolt
blade.internal_structure_2d_fem.joint_bolt,Unavailable,M30,"Type of bolt: M30, M36, or M48"
blade.internal_structure_2d_fem.reinforcement_layer_ss,Unavailable,joint_reinf_ss,"Layer identifier for the reinforcement layer at the join where bolts are inserted, suction side"
blade.internal_structure_2d_fem.reinforcement_layer_ps,Unavailable,joint_reinf_ps,"Layer identifier for the reinforcement layer at the join where bolts are inserted, pressure side"
blade.internal_structure_2d_fem.web_rotation,rad,"[[-0.349      -0.3359792  -0.31802153 -0.29619027 -0.2715487  -0.23943727
  -0.19631611 -0.15192089 -0.11617638 -0.09383827 -0.07556034 -0.0603622
  -0.04795151 -0.0376913  -0.02821485 -0.02020868 -0.0145902  -0.01194352
  -0.0101949  -0.00886959 -0.00803933 -0.00775409 -0.00767732 -0.00763586
  -0.00758246 -0.00733809  0.00048456  0.01785401  0.04159948  0.06855015]
 [-0.349      -0.3359792  -0.31802153 -0.29619027 -0.2715487  -0.23943727
  -0.19631611 -0.15192089 -0.11617638 -0.09383827 -0.07556034 -0.0603622
  -0.04795151 -0.0376913  -0.02821485 -0.02020868 -0.0145902  -0.01194352
  -0.0101949  -0.00886959 -0.00803933 -0.00775409 -0.00767732 -0.00763586
  -0.00758246 -0.00733809  0.00048456  0.01785401  0.04159948  0.06855015]]","2D array of the rotation angle of the shear webs in respect to the chord line. The first dimension represents each shear web, the second dimension represents each entry along blade span. If the rotation is equal to negative twist +- a constant, then the web is built straight."
blade.internal_structure_2d_fem.web_start_nd,,"[[0.19445041 0.20212141 0.22785062 0.29346288 0.32244491 0.33986022
  0.35369905 0.36370868 0.37425435 0.38029518 0.38375048 0.3864359
  0.38748974 0.38531874 0.38151801 0.37759474 0.37342945 0.36998501
  0.3672105  0.36444676 0.36237663 0.35988787 0.35847131 0.35981047
  0.36257232 0.36582052 0.37104427 0.37751702 0.35829533 0.36734463]
 [0.19445041 0.20212141 0.22785062 0.22451715 0.25298381 0.26813784
  0.28004439 0.2872348  0.2959221  0.29927445 0.29678866 0.29105774
  0.28319584 0.27429937 0.26461152 0.25489908 0.24453251 0.23395874
  0.22171501 0.20834961 0.19768647 0.19265406 0.1909585  0.1921436
  0.19482089 0.19774209 0.18585691 0.13800754 0.35829533 0.36734463]]","2D array of the non-dimensional start point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.web_end_nd,,"[[0.69445853 0.68740583 0.65002649 0.59885468 0.59241196 0.59452256
  0.59497292 0.60034726 0.60832104 0.61151392 0.61176126 0.61169348
  0.61239327 0.61570284 0.62053949 0.62556486 0.63041404 0.63334176
  0.63493452 0.63663343 0.63806766 0.6400024  0.64089617 0.63910469
  0.63599173 0.63253329 0.62795577 0.62309449 0.64493378 0.63846879]
 [0.69445853 0.68740583 0.65002649 0.66228724 0.65712509 0.66270594
  0.66580738 0.67441322 0.68473396 0.69094485 0.69733861 0.70582405
  0.715537   0.72563083 0.7361888  0.74654438 0.75705048 0.76714329
  0.77854997 0.79103092 0.80099125 0.80552816 0.80686969 0.8054519
  0.8026282  0.79963931 0.81180121 0.85986026 0.64493378 0.63846879]]","2D array of the non-dimensional end point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.web_offset_y_pa,m,"[[ 0.          0.          0.         -0.25697843 -0.24751826 -0.23854906
  -0.23153806 -0.22244152 -0.21308042 -0.20651947 -0.19746218 -0.18855536
  -0.18152486 -0.17250925 -0.16360865 -0.15681057 -0.1474639  -0.139279
  -0.13178046 -0.12216312 -0.11442236 -0.106632   -0.09730564 -0.09007593
  -0.08166738 -0.07237922 -0.06533935 -0.0567199   0.          0.        ]
 [ 0.          0.          0.          0.34302157  0.35248174  0.36145094
   0.36846194  0.37755848  0.38691958  0.39348053  0.40253782  0.41144464
   0.41847514  0.42749075  0.43639135  0.44318943  0.4525361   0.460721
   0.46821954  0.47783688  0.48557764  0.493368    0.50269436  0.50992407
   0.51833262  0.52762078  0.53466065  0.5432801   0.          0.        ]]","2D array of the offset along the y axis to set the position of the shear webs. Positive values move the web towards the trailing edge, negative values towards the leading edge. The first dimension represents each shear web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.layer_rotation,rad,"[[ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [-0.349      -0.3359792  -0.31802153 -0.29619027 -0.2715487  -0.23943727
  -0.19631611 -0.15192089 -0.11617638 -0.09383827 -0.07556034 -0.0603622
  -0.04795151 -0.0376913  -0.02821485 -0.02020868 -0.0145902  -0.01194352
  -0.0101949  -0.00886959 -0.00803933 -0.00775409 -0.00767732 -0.00763586
  -0.00758246 -0.00733809  0.00048456  0.01785401  0.04159948  0.06855015]
 [-0.349      -0.3359792  -0.31802153 -0.29619027 -0.2715487  -0.23943727
  -0.19631611 -0.15192089 -0.11617638 -0.09383827 -0.07556034 -0.0603622
  -0.04795151 -0.0376913  -0.02821485 -0.02020868 -0.0145902  -0.01194352
  -0.0101949  -0.00886959 -0.00803933 -0.00775409 -0.00767732 -0.00763586
  -0.00758246 -0.00733809  0.00048456  0.01785401  0.04159948  0.06855015]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.          0.          0.        ]]","2D array of the rotation angle of a layer in respect to the chord line. The first dimension represents each layer, the second dimension represents each entry along blade span. If the rotation is equal to negative twist +- a constant, then the layer is built straight."
blade.internal_structure_2d_fem.layer_start_nd,,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.19445041 0.20212141 0.22785062 0.21678264 0.24477919 0.25878687
  0.26985075 0.27612992 0.283919   0.28642594 0.28273837 0.27551055
  0.26633361 0.25673539 0.24666914 0.2366167  0.2257155  0.21408243
  0.20026138 0.18527023 0.17342446 0.16795014 0.16602107 0.16691471
  0.16932006 0.17200012 0.15780783 0.10287472 0.35829533 0.36734463]
 [0.69445853 0.68740583 0.65002649 0.58955626 0.58240933 0.58400736
  0.58407617 0.58880686 0.59606747 0.59854753 0.59768353 0.59622798
  0.59552261 0.59775397 0.60159689 0.60566721 0.60953735 0.61129577
  0.61131386 0.61127589 0.61132612 0.6128315  0.61364658 0.61178841
  0.60862543 0.60509023 0.59782412 0.58448191 0.64493378 0.63846879]
 [0.49999717 0.4963172  0.47431932 0.4229085  0.42468625 0.42797402
  0.42943628 0.43525527 0.44623235 0.44974476 0.4457089  0.4407479
  0.43585296 0.4324497  0.4295237  0.42630734 0.42193025 0.41598489
  0.40813517 0.39995307 0.39361074 0.39109668 0.38986655 0.38865638
  0.49788571 0.49731282 0.49709892 0.49709891 0.49709891 0.49709891]
 [1.         1.         1.         0.95856671 0.95734515 0.95506912
  0.9533393  0.95113131 0.9494023  0.9472785  0.94313257 0.93745302
  0.9315261  0.92706897 0.92327431 0.91970764 0.91592376 0.91121327
  0.90479905 0.89776116 0.89218213 0.89048738 0.89020319 0.88994596
  1.         1.         1.         1.         1.         1.        ]
 [0.         0.         0.         0.04143329 0.04265485 0.04493088
  0.0466607  0.04886869 0.0505977  0.0527215  0.05686743 0.06254698
  0.0684739  0.07293103 0.07672569 0.08029236 0.08407624 0.08878673
  0.09520095 0.10223884 0.10781787 0.10951262 0.10979681 0.11005404
  0.         0.         0.         0.         0.         0.        ]
 [0.19445041 0.20212141 0.22785062 0.29964921 0.33008888 0.34864862
  0.36317215 0.3738673  0.38511439 0.39186894 0.39647323 0.4006045
  0.40328141 0.40259744 0.40012053 0.39720141 0.39386797 0.39165589
  0.39066329 0.3897479  0.38906021 0.38697537 0.3856147  0.38702279
  0.38985254 0.39320139 0.40109575 0.41576048 0.35829533 0.36734463]
 [0.49999717 0.4963172  0.47431932 0.50577508 0.50999594 0.51783578
  0.52275768 0.53299265 0.54742774 0.55518776 0.55944376 0.56584185
  0.57280076 0.57831175 0.58297508 0.58689205 0.59008272 0.59355835
  0.59853707 0.60443075 0.60924649 0.61012191 0.60946018 0.60876447
  0.49788571 0.49731282 0.49709892 0.49709891 0.49709891 0.49709891]
 [0.69445853 0.68740583 0.65002649 0.67242283 0.66771902 0.67386911
  0.67739757 0.68654424 0.69726287 0.70399053 0.7114184  0.72132193
  0.73247041 0.74361603 0.75504828 0.76625192 0.77768982 0.78886922
  0.80171576 0.81575357 0.82696187 0.83185674 0.83324021 0.8318965
  0.8291579  0.82629149 0.84111204 0.89736766 0.64493378 0.63846879]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional start point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
